group_id`tline_id`tsource`ttranslation
108	0	Hi Stranger...	嗨,陌生人...
108	1	Feel free to destroy all\nthe crates here in my home\nand grab all my bits.	随便毁掉我家里的所有箱子,把我的 \nBits 全拿走吧.
108	2	...	...
108	3	It is not that I need \nthose bits to raise my \nlittle sprouts...	并不是说我需要那些 Bits 来养我的小\n嫩芽...
109	0	Bo0oo00oo	Bo0oo00oo
110	0	Bo0oo00oo	Bo0oo00oo
110	1	.............	............
110	2	It's quite a bit of\nfun to scare people!	吓唬人其实挺有趣的!
110	3	There is no such thing \nas a Megac ghost though.	不过根本没有什么 Megac 幽灵.
110	4	We found this rare color\ncapsule in Frostbyte Deep.	我们在霜蚀深渊找\n到了这个稀有的颜色胶囊.
111	0	AAAAHH!!! LEAVE ME ALONE!	啊啊啊!!别缠着我!
111	1	Oh it's you! Sorry!	哦,是你!抱歉!
111	2	This house is haunted...\nIt would be better if you\njust leave this place and\nnever come back....	这房子闹鬼...你最好离开这里,永远别再\n回来...
112	0	No further, insolent Megac.	到此为止,傲慢的 Megac.
112	1	Finally the heartcore, the\nultimate weapon, is mine.	终于,终极武器心核归我了.
112	2	And you, end here. 	而你,也到此为止.
113	0	Did you know:	你知道吗:
113	1	That this is the "Did you\nknow" house? 	这里就是"你知道吗"小屋?
113	2	Zwap!	Zwap!
114	0	Did you know:	你知道吗:
114	1	That you can break parts\ninto bits?	你可以把零件分解成 Bits?
114	2	Breaking a part with an\nability will give you 4\nbits.	分解带能力的零件可获得 4 个 \nBits.
114	3	Breaking a part without\nan ability will give you\n2 bits.	分解不带能力的零件可获得 2 个 \nBits.
114	4	Zwap!	Zwap!
115	0	Did you know:	你知道吗:
115	1	That there are 150 parts?	游戏里有 150 个零件?
115	2	And 30 hidden color \ncapsules!	还有 30 个隐藏的颜色胶囊!
115	3	Zwap!	Zwap!
116	0	Did you know:	你知道吗:
116	1	That you can win rare \nparts and extra bits\nin the tournament?	你能在锦标赛赢得稀有零件和额外 Bits\n?
116	2	Zwap!	Zwap!
117	0	Did you know:	你知道吗:
117	1	That you can sprint when \nyou double tap a direction?	朝一个方向双击,就能冲刺?
117	2	Zwap!	Zwap!
118	0	Did you know:	你知道吗:
118	1	That you can use your \nshield with "Left CTRL" \nOr "RT"?	你可以用"左 Ctrl"或"RT"使用护\n盾?
118	2	You can hold your shield\nand use your attack \nbutton to attack out of \nyour shield!	举着护盾时,你可以按攻击键从护盾状态发起\n攻击!
118	3	You can also reflect \nprojectiles when you \nshield at the right time!	在恰当时机举盾,还能反弹投射物!
118	4	Zwap!	Zwap!
119	0	Did you know:	你知道吗:
119	1	That you can create your\nown custom versus levels?	你可以制作自己的自定义对战关卡?
119	2	You want to know how?	想知道方法吗?
119	3	Check out the forum on\nwww.megabytepunch.com.	去 \nwww.megabytepunch.com\n论坛看看.
119	4	Zwap!	Zwap!
120	0	We can finally go back \noutside again thanks to \nyou!	多亏了你,我们终于能再次回到外面了!
121	0	You went from zero to\nhero in no time!	你一下就从无名之辈变成了英雄!
121	1	Ventu Village is peaceful\nonce again thanks to you.	多亏了你,Ventu 村再次恢复和平.
122	0	You have our eternal\ngratitude for returning\nthe heartcore and \nrestoring peace!	你带回了心核,恢复了和平,我们永远感激不\n尽!
123	0	The doors to the different\nlevels are still open!	各关卡的大门仍然敞开!
123	1	It is up to you to return\nand search for hidden \ncolors, special parts and\nother secrets.	你可以自行返回,去寻找隐藏的色彩,特殊零\n件和其他秘密.
124	0	Day eight:	第八天:
124	1	Every town needs a hero.	每个城镇都需要英雄.
124	2	Good thing Ventu got me!	幸好 Ventu 有我!
125	0	I don't really like the\ndefault Megac houses.	我不太喜欢那些默认 Megac 房子.
125	1	I prefer fresh air and \ngood music! 	我更喜欢新鲜空气和好音乐!
126	0	Don't you have any \nfighting to do?	你难道没有仗要打吗?
127	0	That was quite an \nadventure!	真是一场精彩的冒险!
127	1	I think I will stick \naround for a bit.	我想我会在这里再待一阵.
128	0	The heartcore is back!	心核回来了!
128	1	It is up to us to keep \nit that way.	接下来就靠我们守住它了.
129	0	We must be careful.	我们必须小心.
129	1	The levels are still open!	各关卡仍然敞开!
129	2	Feel free to enter those\nlevels and fight some\nevil megacs!	尽管进入那些关卡,去对付邪恶的 \nMegacs 吧!
130	0	Guarding Ventu is fun and\nall.	守护 Ventu 是挺有趣,不过...
130	1	But...	但是...
130	2	I wanted to be...	我想成为...
130	3	A Lumber Jack!	一名伐木工!
131	0	......	......
131	1	Why do you persist?!	你为什么还要坚持?!
131	2	This is your last warning.	这是你最后的警告.
132	0	Did you know:	你知道吗:
132	1	That you will get one \nlife back for every 64 bits\nyou gather?	每收集 64 个 Bits,就能恢复一条\n命?
132	2	Those extra lives only \nwork while you are in an\nadventure level.	这些额外生命只在冒险关卡中生效.
132	3	Back in the village you \nhave 3 lives again.	回到村子后,你又会拥有 3 条命.
132	4	Zwap! 	Zwap!
133	0	Did you know:	你知道吗:
133	1	You can control the\ndirection you will bounce \nto by holding a direction. 	按住一个方向,可以控制自己被弹飞的方向.
133	2	This can actually save \nyou!	这真的能救你一命!
133	3	Zwap!	Zwap!
